,1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
32707,2023,47670PSNRGHWY64,110070834810.0,DUKE ENERGY INDIANA INC. - GIBSON GENERATING STATION,1097 N 950 W,OWENSVILLE,GIBSON,IN,47665,,,38.370082,-87.764383,NAD83,DUKE ENERGY CORP,6996052.0,DUKE ENERGY CORP,,,,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221894114,Naphthalene,NO,0000091203,91-20-3,13326.0,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
32717,2023,4671WGRNPL1441S,110058503132.0,VALERO BLUFFTON PLANT,1441 S ADAMS ST,BLUFFTON,WELLS,IN,46714,,,40.722139,-85.193722,NAD83,VALERO ENERGY CORP,82686916.0,VALERO ENERGY CORP,,,,NO,325,Chemicals,,,,,,,325193,,,,,,1323222172951,Benzene,NO,0000071432,71-43-2,4754.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,26.0,,PRODUCTION,1.11
32731,2023,46785VLCRFCTYRD,110000747906.0,NUCOR VULCRAFT GROUP SAINT JOE DIV,6730 COUNTY ROAD 60,SAINT JOE,DEKALB,IN,46785,,,41.312722,-84.876611,NAD83,NUCOR CORP,3446796.0,NUCOR CORP,,,,NO,332,Fabricated Metals,,,,,,,332722,,,,,,1323221921164,Lead,NO,0007439921,7439-92-1,149583.0,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,1.0,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,11.05,0.0,0.0,13.94,0.0,67.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.94,15.33,0.0,0.0,1.39,2.875,11.065,0.0,0.0,0.0,67.0,0.0,0.0,82.33,,PRODUCTION,1.07
32746,2023,46312NDNHR3210W,110070149427.0,INDIANA HARBOR COKE CO LP,3210 WATLING MAIL CODE 2-990,EAST CHICAGO,LAKE,IN,46312,,,41.654499,-87.447459,NAD83,SUNCOKE ENERGY INC,617339031.0,SUNCOKE ENERGY INC,,,,NO,324,Petroleum,,,,,,,324199,,,,,,1323221954288,Hydrogen fluoride,NO,0007664393,7664-39-3,152371.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,3726.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3726.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3726.57,0.0,0.0,3726.57,0.0,0.0,0.0,0.0,0.0,0.0,60203.65,0.0,63930.22,,PRODUCTION,1.04
32818,2023,46135LNSTRPUTNA,110056963451.0,BUZZI UNICEM USA-GREENCASTLE PLANT,3301 S COUNTY RD 150 W,GREENCASTLE,PUTNAM,IN,46135,,,39.616615,-86.868632,NAD83,RC LONESTAR INC,802861687,RC LONESTAR INC,BUZZI SPA,,BUZZI SPA,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1323221995525,Furan,NO,0000110009,110-00-9,26328.0,NO,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,37122.0,3.0,0.0,0.0,0.0,0.0,37130.0,,PRODUCTION,0.99
32825,2023,46526STRCR2703C,110027375392.0,LIPPERT COMPONENTS INC PLANT 45,2703 COLLEGE AVE,GOSHEN,ELKHART,IN,46528,,,41.566459,-85.793521,NAD83,LCI INDUSTRIES,007871643,LCI INDUSTRIES,,,,NO,332,Fabricated Metals,,,,,,,332312,,,,,,1323221846761,Lead,NO,0007439921,7439-92-1,149583.0,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,0.0,0.0,0.0,0.0,0.0,0.0,17.792,0.0,1760.5,0.0,0.0,0.0,1760.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.292,17.792,0.0,0.0,0.0,17.78,0.012,0.0,0.0,0.0,1760.5,0.0,0.0,1778.292,,PRODUCTION,1.3
32887,2023,46802SSXGR1601W,110000400888.0,ESSEX GROUP INC CHEMICAL PROCESSING PLANT,1601 WALL ST,FORT WAYNE,ALLEN,IN,46802,,,41.06979,-85.159162,NAD83,SUPERIOR ESSEX INC,131051851,SUPERIOR ESSEX INC,,,,NO,325,Chemicals,,,,,,,325510,331318.0,331420.0,,,,1323221842711,Ethylene glycol,NO,0000107211,107-21-1,24257.0,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
32895,2023,46041NTKPR741CU,110037144426.0,NTK PRECISION AXLE CORP,741 S COUNTY ROAD 200 W,FRANKFORT,CLINTON,IN,46041,,,40.27523,-86.54338,NAD83,NTN USA CORP,148230613,NTN USA CORP,,,NTN CORP,NO,336,Transportation Equipment,,,,,,,336350,,,,,,1323222011823,Nickel,NO,0007440020,7440-02-0,149674.0,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65427.0,0.0,0.0,0.0,65427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65427.0,0.0,0.0,65427.0,,PRODUCTION,1.06
32906,2023,46514VNTRT251JE,110007396521.0,LIPPERT COMPONENTS INC PLANT 72,2501 JEANWOOD DR,ELKHART,ELKHART,IN,46514,,,41.71996,-85.92744,NAD83,LCI INDUSTRIES,007871643,LCI INDUSTRIES,,,,NO,332,Fabricated Metals,,,,,,,332312,,,,,,1323221743851,Manganese,NO,0007439965,7439-96-5,149625.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,913.0,0.0,0.0,0.0,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,17.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,913.0,0.0,0.0,930.0,,PRODUCTION,0.45
32956,2023,4624WCTPDV284FR,110070790389.0,NELSON GLOBAL PRODUCTS,2840 FORTUNE CIR W,INDIANAPOLIS,MARION,IN,46241,,,39.72359,-86.2611,NAD83,NELSON GLOBAL PRODUCTS INC,968021886,NELSON GLOBAL PRODUCTS INC,,,,NO,332,Fabricated Metals,,,,,,,332996,,,,,,1323222163115,Lead,NO,0007439921,7439-92-1,149583.0,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3862.0,0.0,0.0,0.0,3862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3862.0,0.0,0.0,3862.0,,PRODUCTION,1.0
32965,2023,47903WBSHN1000S,110000404223.0,WABASH NATIONAL L.P.,1000 SAGAMORE PKWY S,LAFAYETTE,TIPPECANOE,IN,47905,,,40.407022,-86.858768,NAD83,WABASH NATIONAL CORP,121581698,WABASH NATIONAL CORP,,,,NO,336,Transportation Equipment,,,,,,,336212,,,,,,1323221836125,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116638.0,0.0,0.0,0.0,116638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116638.0,0.0,0.0,116638.0,,ACTIVITY,0.9
32975,2023,46628TNCRP2930F,110000399961.0,EATON HD TRANSMISSION FORGE PLANT,2930 FOUNDATION DR,SOUTH BEND,ST JOSEPH,IN,46628,,,41.71685,-86.30423,NAD83,EATON CORP,004155818,EATON CORP,,,,NO,332,Fabricated Metals,,,,,,,332111,,,,,,1323222122970,Chromium,NO,0007440473,7440-47-3,150060.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12006.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12000.0,0.0,0.0,12006.0,,PRODUCTION,1.27
32979,2023,46268MRTHN4955R,110040926004.0,MPLX TERMINALS LLC - INDIANAPOLIS IN TERMINAL,4955 ROBISON RD,INDIANAPOLIS,MARION,IN,46268,,,39.911333,-86.249222,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,,,,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1323221797855,Ethylbenzene,NO,0000100414,100-41-4,19406.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,24.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0,,PRODUCTION,0.89
32994,2023,46802SSXGR1601W,110000400888.0,ESSEX GROUP INC CHEMICAL PROCESSING PLANT,1601 WALL ST,FORT WAYNE,ALLEN,IN,46802,,,41.06979,-85.159162,NAD83,SUPERIOR ESSEX INC,131051851,SUPERIOR ESSEX INC,,,,NO,325,Chemicals,,,,,,,325510,331420.0,331318.0,,,,1323221825817,Cresol (mixed isomers),NO,0001319773,1319-77-3,83550.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,782.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7198.0,7198.0,0.0,192.0,0.0,0.0,0.0,322.0,514.0,0.0,7712.0,1205.0,0.0,0.0,1205.0,0.0,0.0,0.0,7198.0,0.0,0.0,0.0,514.0,8917.0,,ACTIVITY,0.85
33001,2023,46992WBSHLOLDUS,110000401761.0,REAL ALLOY SPECIFICATION LLC,4525 W OLD 24,WABASH,WABASH,IN,46992,,,40.792359,-85.876802,NAD83,REAL ALLOY HOLDING LLC,081241043,REAL ALLOY HOLDING LLC,,,,NO,331,Primary Metals,,,,,,,331314,,,,,,1323221622588,Chlorine,NO,0007782505,7782-50-5,154328.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,,PRODUCTION,1.08
33030,2023,4762WMRTHN129SB,110032894893.0,MPLX TERMINALS LLC - MT VERNON LP TERMINAL,129 BARTER ST,MOUNT VERNON,POSEY,IN,47620,,,37.926111,-87.911917,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,,,,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1323221798705,Benzene,NO,0000071432,71-43-2,4754.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,18.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,439.0,0.0,0.0,438.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,450.0,,PRODUCTION,0.96
33048,2023,46218MJRTL1458E,110000397053.0,MAJOR TOOL & MACHINE INC.,1458 E 19TH ST,INDIANAPOLIS,MARION,IN,46218,,,39.79217,-86.13363,NAD83,,,,,,,NO,332,Fabricated Metals,,,,,,,332710,,,,,,1323221943501,Nickel,NO,0007440020,7440-02-0,149674.0,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88086.0,0.0,0.0,0.0,88086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88086.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,88086.0,0.0,0.0,88096.0,,PRODUCTION,1.06
33079,2023,47670TYTMT4000T,110058771495.0,TOYOTA MOTOR MANUFACTURING INDIANA INC,4000 TULIP TREE DR,PRINCETON,GIBSON,IN,47670,,,38.292784,-87.564826,NAD83,TOYOTA MOTOR N.A. INC,963550769,TOYOTA MOTOR NORTH AMERICA INC,TOYOTA MOTOR CORP,,TOYOTA MOTOR CORP,NO,336,Transportation Equipment,,,,,,,336110,,,,,,1323221952486,Certain glycol ethers,NO,N230,N230,649541.0,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,5849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,131.0,5849.0,0.0,0.0,5849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,5980.0,,PRODUCTION,1.04
33099,2023,47501GRNPR2000S,110041204265.0,GRAIN PROCESSING CORP,1443 S 300 W,WASHINGTON,DAVIESS,IN,47501,,,38.6335,-87.2262,NAD83,KENT CORP,005269923,KENT CORP,,,,NO,311,Food,,,,,,,311221,311119.0,312140.0,325193.0,,,1323221706056,Methanol,NO,0000067561,67-56-1,4283.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,137.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,36454.0,0.0,37307.0,,PRODUCTION,1.0
33127,2023,46626MHWKL8401E,110000399916.0,NCH CORP MOHAWK LABS DIV,8401 E 33RD ST,INDIANAPOLIS,MARION,IN,46226,,,39.81652,-86.02028,NAD83,NCH CORP,008963910,NCH CORP,,,,NO,325,Chemicals,,,,,,,325612,,,,,,1323222219329,Naphthalene,NO,0000091203,91-20-3,13326.0,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
33135,2023,4697WGRSSM714WA,110042008378.0,US DOD USAF GRISSOM ARB,7104 S WARTHOG ST 434 MSG CEV,GRISSOM ARB,MIAMI,IN,46971,,,40.662773,-86.158093,NAD83,US DEPARTMENT OF DEFENSE,,US DEPARTMENT OF DEFENSE,,,,YES,999,Other,,,,,,,928110,,,,,,1323221589169,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,ACTIVITY,0.6
33177,2023,4724WHNDMN2755N,110037389260.0,HONDA DEVELOPLEMENT & MANUFACTURING LLC - IAP,2755 N. MICHIGAN AVE.,GREENSBURG,DECATUR,IN,47240,,,39.36738,-85.542151,NAD83,AMERICAN HONDA MOTOR CO INC,008860389,AMERICAN HONDA MOTOR CO INC,,,HONDA MOTOR CO LTD,NO,336,Transportation Equipment,,,,,,,336110,,,,,,1323221884846,Toluene,NO,0000108883,108-88-3,25452.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,305.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,1111.0,0.0,0.0,1110.0,0.0,1.0,0.0,311.0,0.0,0.0,8.0,0.0,1430.0,,PRODUCTION,1.0
33207,2023,46368NMLPRUSHWY,110000747862.0,SEQUA COATINGS CORP-PRECOAT METALS DIV,6144 US HIGHWAY 12,PORTAGE,PORTER,IN,46368,,,41.619778,-87.159389,NAD83,AZZ INC,,AZZ INC,,,,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1323221580006,Lead  And Lead Compounds,YES,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,PRODUCTION,0.84
