,MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,IC_VFC_ID,FULL_ADDRESS,ZIP_CODE
1519,41779,20139,Marathon Oil Kokomo,734 W MORGAN ST,KOKOMO,HOWARD,LUST,LUS No Further Action 8/19/2003,Environmental Restrictive Covenant,346,0334015168,07/14/2003,"Ground Water Use Restriction, Other Restriction (Specify)",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,23204345,"734 W MORGAN ST, KOKOMO",46936
1520,41787,11302,FKG Oil Evansville Moto Imp,1300 W Columbia St,EVANSVILLE,VANDERBURGH,LUST,LUS No Further Action 3/30/2016,Environmental Restrictive Covenant,2780,,02/24/2016,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,80242571,"1300 W Columbia St, EVANSVILLE",47708
1521,41792,101,Shell Oil Kokomo W North St,301 W NORTH ST,KOKOMO,HOWARD,LUST,LUS No Further Action 5/31/2012,Environmental Restrictive Covenant,235,1234008442,04/16/2012,Ground Water Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,65775953,"301 W NORTH ST, KOKOMO",46936
1522,41797,17652,Lincoln Avenue BP,2912 LINCOLN AVE,EVANSVILLE,VANDERBURGH,LUST,LUS No Further Action 5/3/2013 and LUST NFA 7/31/2020,Environmental Restrictive Covenant,2781,,03/06/2013,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,68069662,"2912 LINCOLN AVE, EVANSVILLE",47708
1523,41803,204,Shell Dealer Kokomo S Washington St,2801 S Washington St,KOKOMO,HOWARD,LUST,LUS No Further Action 5/2/2008,Environmental Restrictive Covenant,445,0734016546,10/24/2007,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,29238853,"2801 S Washington St, KOKOMO",46936
1524,41828,4121209,Monroe Oil Company Bloomington,229 W 1st St,BLOOMINGTON,MONROE,Brownfields,BFF No Further Action 5/6/2015,Environmental Restrictive Covenant,2784,,05/07/2015,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Soil Gas (Vapor); Subsurface Soil; Surface Soil,"Petroleum, SVOCs - Semi Volatile Organic Compounds",Entire Property,80036220,"229 W 1st St, BLOOMINGTON",47403
1525,41842,9074,Marathon Station,1024 S Huntington Ave,SYRACUSE,KOSCIUSKO,LUST,LUS No Further Action 11/21/2012,Environmental Restrictive Covenant,487,2012061037,06/21/2012,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,66350278,"1024 S Huntington Ave, SYRACUSE",46508
1526,41854,6000616,Monroe Oil Co BP Oil Bloomington,719 E 12th,BLOOMINGTON,MONROE,VRP,VRP Certificate of Completion 11/17/2004,Deed Notice,658,2004025981,12/03/2004,Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,"PAH - Polynuclear Aromatic Hydrocarbons, Petroleum",Entire Property,35818191,"719 E 12th, BLOOMINGTON",47403
1527,41891,INR000115709,KOTAS NICHOLSON FILE,3400 E LYNN ST,ANDERSON,MADISON,Hazardous Waste (RCRA),Closure,Environmental Restrictive Covenant,1193,,09/11/2012,"Ground Water Use Restriction, Residential Use Restriction",Ground Water,"Pesticides (Includes Herbicides, Fungicides and Insecticides)",Entire Property,70039676,"3400 E LYNN ST, ANDERSON",46011
1528,41893,16281,Walters Dimmick Shell Spee-D-Mart 240,101 W CENTRAL,LAGRANGE,LAGRANGE,LUST,LUS No Further Action 11/7/2014,Environmental Restrictive Covenant,2787,,08/16/2013,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,69853616,"101 W CENTRAL, LAGRANGE",46565
1529,41899,141,Shell Service Station,811 S Scatterfield Rd,ANDERSON,MADISON,LUST,LUS No Further Action 11/15/2010,Environmental Restrictive Covenant,500,2010004704,04/15/2010,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,55423317,"811 S Scatterfield Rd, ANDERSON",46011
1530,41927,19206,Marsh Village Pantry 624,125 E Southway Blvd,KOKOMO,HOWARD,LUST,LUS No Further Action 3/22/2007,Environmental Restrictive Covenant,979,0734000212,01/02/2007,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,25523554,"125 E Southway Blvd, KOKOMO",46936
1531,41995,199109525,Norbergs Property,329 S Walnut,BLOOMINGTON,MONROE,LUST,LUST 199109525,Environmental Restrictive Covenant,2791,,08/08/2005,"Ground Water Use Restriction, Land Activity Monitoring, Prohibit Monitoring Interference",Ground Water; Subsurface Soil; Surface Soil,Petroleum,Portion of Property,23131648,"329 S Walnut, BLOOMINGTON",47403
1532,41995,199109525,Nordbergs Property,329 S Walnut,BLOOMINGTON,MONROE,LUST,LUST 199109525,Environmental Restrictive Covenant,2791,,08/08/2005,"Ground Water Use Restriction, Land Activity Monitoring, Prohibit Monitoring Interference",Ground Water; Subsurface Soil; Surface Soil,Petroleum,Portion of Property,23131648,"329 S Walnut, BLOOMINGTON",47403
1533,42063,16281,National Oil & Gas Lagrange 9 & 20,103 W CENTRAL,LAGRANGE,LAGRANGE,UST,LUS No Further Action 8/16/2015,Environmental Restrictive Covenant,2793,,08/26/2014,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,69853616,"103 W CENTRAL, LAGRANGE",46565
1534,42063,16281,National Oil & Gas Lagrange 9 & 20,103 W CENTRAL,LAGRANGE,LAGRANGE,UST,LUS No Further Action 8/16/2015,Environmental Restrictive Covenant,2793,,08/26/2014,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,69853616,"103 W CENTRAL, LAGRANGE",46565
1535,42063,16281,National Oil & Gas Lagrange 9 & 20,103 W CENTRAL,LAGRANGE,LAGRANGE,UST,LUS No Further Action 8/16/2015,Environmental Restrictive Covenant,2794,,08/26/2014,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,70403646,"103 W CENTRAL, LAGRANGE",46565
1536,42063,16281,National Oil & Gas Lagrange 9 & 20,103 W CENTRAL,LAGRANGE,LAGRANGE,UST,LUS No Further Action 8/16/2015,Environmental Restrictive Covenant,2794,,08/26/2014,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,70403646,"103 W CENTRAL, LAGRANGE",46565
1537,42130,4000034,Interstate Truck Plaza,6405 SR 17,PLYMOUTH,MARSHALL,Brownfields,BFF No Further Action 11/10/2011,Environmental Restrictive Covenant,15,201001859; 201105926,11/22/2011,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,64269831,"6405 SR 17, PLYMOUTH",46563
1538,42202,200301103,LINTON OIL COMPANY INC,305 S UNION ST,RUSSIAVILLE,HOWARD,State Cleanup,SCS No Further Action 5/16/2011,Environmental Restrictive Covenant,277,0734007402; 1034021740,12/07/2010,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,60052079,"305 S UNION ST, RUSSIAVILLE",46936
1539,42264,18496,GASAMERICA NO 56,2605 LAFAYETTE RD,CRAWFORDSVILLE,MONTGOMERY,Leaking Underground Storage Tank,No Further Action,Environmental Restrictive Covenant,1515,201301639,03/11/2013,"Paved or Concrete Cap, Ground Water Use Restriction, Residential Use Restriction",Ground Water; SubSurface Soil,"Petroleum (Includes BTEX and MTBE), TPH - Total Petroleum Hydrocarbons",Entire Property; Portion of property,68714608,"2605 LAFAYETTE RD, CRAWFORDSVILLE",47933
1540,42284,652,SPEEDWAY SERVICE STATION 5183,6145 ARLINGTON RD,BLOOMINGTON,MONROE,Leaking Underground Storage Tank,No Further Action,Environmental Restrictive Covenant,211,2008015650,09/18/2008,"Paved or Concrete Cap,  Soil or Vegetative Cap, Agricultural or Food Crop, Construction Restriction, Ground Water Use Restriction, Residential Use Restriction",Ground Water; SubSurface Soil,"Petroleum (Includes BTEX and MTBE), TPH - Total Petroleum Hydrocarbons",Entire Property; Portion of property,34762657,"6145 ARLINGTON RD, BLOOMINGTON",47403
1541,42353,200306012,WR DUNKIN & SON INC,2409 W 18th St,ANDERSON,MADISON,State Cleanup,SCS No Further Action 5/10/2010,Environmental Restrictive Covenant,75,2011002099,02/22/2011,"Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"PAH - Polynuclear Aromatic Hydrocarbons, Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property; Portion of Property,61319689,"2409 W 18th St, ANDERSON",46011
1542,42353,200306012,WR DUNKIN & SON INC,2409 W 18th St,ANDERSON,MADISON,State Cleanup,SCS No Further Action 5/10/2010,Environmental Restrictive Covenant,75,2011002099,02/22/2011,"Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"PAH - Polynuclear Aromatic Hydrocarbons, Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property; Portion of Property,61319689,"2409 W 18th St, ANDERSON",46011
1543,42488,9513,Shell Dealer Bourbon,203 W Center St,BOURBON,MARSHALL,LUST,LUS No Further Action 12/23/2014,Environmental Restrictive Covenant,2801,,12/15/2014,"Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,80038630,"203 W Center St, BOURBON",46563
1544,42501,4110205,Leesburg Elementary School,101 E Church St,LEESBURG,KOSCIUSKO,Brownfields,BFF Comfort Letter 4/15/2011,Environmental Restrictive Covenant,82,2011070764,07/20/2011,"Maintain Vapor Mitigation System, Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water; Subsurface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,64534523,"101 E Church St, LEESBURG",46508
1545,42501,4110205,Leesburg Elementary School,101 E Church St,LEESBURG,KOSCIUSKO,Brownfields,BFF Comfort Letter 4/15/2011,Environmental Restrictive Covenant,82,2011070764,07/20/2011,"Maintain Vapor Mitigation System, Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water; Subsurface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,64534523,"101 E Church St, LEESBURG",46508
1546,42501,4110205,Leesburg Elementary School,101 E Church St,LEESBURG,KOSCIUSKO,Brownfields,BFF Comfort Letter 4/15/2011,Environmental Restrictive Covenant,83,2011070765,07/20/2011,"Maintain Vapor Mitigation System, Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water; Subsurface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,64535990,"101 E Church St, LEESBURG",46508
1547,42501,4110205,Leesburg Elementary School,101 E Church St,LEESBURG,KOSCIUSKO,Brownfields,BFF Comfort Letter 4/15/2011,Environmental Restrictive Covenant,83,2011070765,07/20/2011,"Maintain Vapor Mitigation System, Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water; Subsurface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,64535990,"101 E Church St, LEESBURG",46508
1548,42590,2744,Brandeis Machinery & Supply Corporation,2506 US Hwy 41 N,EVANSVILLE,VANDERBURGH,LUST,LUS No Further Action 9/29/2010,Environmental Restrictive Covenant,808,2010R00019580,08/24/2010,"Maintain Vapor Mitigation System,  Paved or Concrete Cap, Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,58073549,"2506 US Hwy 41 N, EVANSVILLE",47708
1549,42598,12176,Phillips 66 Company 022089,721 E BOULEVARD,KOKOMO,HOWARD,LUST,LUS No Further Action 5/21/2014,Environmental Restrictive Covenant,2806,,05/19/2014,"Paved or Concrete Cap, Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water,"Metals, Petroleum, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,70205505,"721 E BOULEVARD, KOKOMO",46936
1550,42638,5326,Lakeland High School,0805 E CR 075 N,LAGRANGE,LAGRANGE,LUST,LUS No Further Action 11/6/2009,Environmental Restrictive Covenant,859,09100367,10/23/2009,"Agricultural or Food Crop, Ground Water Use Restriction",Ground Water,VOCs - Volatile Organic Compounds,Entire Property,52263753,"0805 E CR 075 N, LAGRANGE",46565
1551,42642,20154,Amoco SS 20031,2329 W Lloyd Expy,EVANSVILLE,VANDERBURGH,LUST,LUS No Further Action 7/8/2015,Environmental Restrictive Covenant,2809,,04/01/2015,"Maintain Vapor Mitigation System, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Soil Gas (Vapor); Subsurface Soil,Petroleum,Entire Property; Portion of Property,80082623,"2329 W Lloyd Expy, EVANSVILLE",47708
1552,42663,4191109,Warsaw Gasway,443 N Detroit St,WARSAW,KOSCIUSKO,Brownfields,BF ERC Modification,Environmental Restrictive Covenant,2810,,03/30/2022,"Ground Water Use Restriction, Vapor Mitigation Contingency",Ground Water,Petroleum,Entire Property,83302480,"443 N Detroit St, WARSAW",46508
1553,42692,6676,Speedway Service Station 6013,5510 W SR 46,BLOOMINGTON,MONROE,UST,LUS No Further Action 11/27/2007,Environmental Restrictive Covenant,990,2007007584,05/07/2007,"Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property; Portion of Property,23094355,"5510 W SR 46, BLOOMINGTON",47403
1554,42715,2257,New Lisbon IN Travel Plaza,5884 S Wilbur Wright Rd,NEW LISBON,HENRY,LUST,LUS No Further Action 11/8/2013,Environmental Restrictive Covenant,2812,,10/16/2013,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,69089428,"5884 S Wilbur Wright Rd, NEW LISBON",47362
1555,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2814,,09/30/2013,"Other (Specify), Ground Water Use Restriction, Other Restriction (Specify)",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69013053,"SR 48, BLOOMINGTON",47403
1556,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2814,,09/30/2013,"Other (Specify), Ground Water Use Restriction, Other Restriction (Specify)",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69013053,"SR 48, BLOOMINGTON",47403
1557,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2814,,09/30/2013,"Other (Specify), Ground Water Use Restriction, Other Restriction (Specify)",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69013053,"SR 48, BLOOMINGTON",47403
1558,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2814,,09/30/2013,"Other (Specify), Ground Water Use Restriction, Other Restriction (Specify)",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69013053,"SR 48, BLOOMINGTON",47403
1559,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2815,,09/27/2013,"Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property,69012611,"SR 48, BLOOMINGTON",47403
1560,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2815,,09/27/2013,"Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property,69012611,"SR 48, BLOOMINGTON",47403
1561,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2815,,09/27/2013,"Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property,69012611,"SR 48, BLOOMINGTON",47403
1562,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2815,,09/27/2013,"Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property,69012611,"SR 48, BLOOMINGTON",47403
1563,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2816,,09/27/2013,"Ground Water Recovery/Treatment, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014402,"SR 48, BLOOMINGTON",47403
1564,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2816,,09/27/2013,"Ground Water Recovery/Treatment, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014402,"SR 48, BLOOMINGTON",47403
1565,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2816,,09/27/2013,"Ground Water Recovery/Treatment, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014402,"SR 48, BLOOMINGTON",47403
1566,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2816,,09/27/2013,"Ground Water Recovery/Treatment, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014402,"SR 48, BLOOMINGTON",47403
1567,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2817,,09/27/2013,"Liner System,  Other (Specify),  Soil or Vegetative Cap, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014103,"SR 48, BLOOMINGTON",47403
1568,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2817,,09/27/2013,"Liner System,  Other (Specify),  Soil or Vegetative Cap, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014103,"SR 48, BLOOMINGTON",47403
1569,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2817,,09/27/2013,"Liner System,  Other (Specify),  Soil or Vegetative Cap, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014103,"SR 48, BLOOMINGTON",47403
1570,42724,7500025,Neals Landfill,SR 48,BLOOMINGTON,MONROE,Superfund,SUP Order/Consent Decree 7/24/2009,Environmental Restrictive Covenant,2817,,09/27/2013,"Liner System,  Other (Specify),  Soil or Vegetative Cap, Agricultural or Food Crop, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,PCB - Polychlorinated Byphenols,Entire Property; Portion of Property,69014103,"SR 48, BLOOMINGTON",47403
1571,42726,6020110,Flint & Walling Incorporated,95 N Oak St,KENDALLVILLE,NOBLE,VRP,VRP Certificate of Completion 12/21/2005,Deed Notice,705,060100328,01/20/2006,Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,"Metals, SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,66653159,"95 N Oak St, KENDALLVILLE",46701
1572,42747,5474,Speedway No 5229,5223 S SR 3,NEW CASTLE,HENRY,LUST,LUS No Further Action 6/23/2015,Environmental Restrictive Covenant,2819,,05/26/2015,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,80053729,"5223 S SR 3, NEW CASTLE",47362
1573,42772,11715,Alexandria Police Department,204 S Harrison St,ALEXANDRIA,MADISON,LUST,LUS No Further Action 3/28/2014,Environmental Restrictive Covenant,2821,,05/15/2013,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,69903472,"204 S Harrison St, ALEXANDRIA",46011
1574,42819,IND112661020,B & B Transfer Monroe Company,101 E Dillman Rd & SR 37 .75 Mi E,BLOOMINGTON,MONROE,Hazardous Waste,HWF Certificate of Completion 7/15/2010,Environmental Restrictive Covenant,250,,05/21/2010,"Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Subsurface Soil,Metals,Portion of Property,56095722,"101 E Dillman Rd & SR 37 .75 Mi E, BLOOMINGTON",47403
1575,42837,16843,Indiana University Motor Pool,700 N Walnut Grove,BLOOMINGTON,MONROE,LUST,LUS No Further Action 8/20/2009,Environmental Restrictive Covenant,574,2009011690,07/07/2009,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,50983526,"700 N Walnut Grove, BLOOMINGTON",47403
1576,42951,1116,Amoco Service Station,399 S US HWY 31,KOKOMO,HOWARD,LUST,LUS No Further Action 2/20/2013,Environmental Restrictive Covenant,388,1234026038,12/04/2012,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,67776622,"399 S US HWY 31, KOKOMO",46936
1577,42993,7500018,Lemon Lane Landfill,N LEMON LN & W GRAY ST,BLOOMINGTON,MONROE,Superfund,SUP,Environmental Restrictive Covenant,2833,,08/29/2014,"Ground Water Recovery/Treatment,  Other (Specify), Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,PCB - Polychlorinated Byphenols,Entire Property,80011603,"N LEMON LN & W GRAY ST, BLOOMINGTON",47403
1578,42993,7500018,Lemon Lane Landfill,N LEMON LN & W GRAY ST,BLOOMINGTON,MONROE,Superfund,SUP,Environmental Restrictive Covenant,2833,,08/29/2014,"Ground Water Recovery/Treatment,  Other (Specify), Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,PCB - Polychlorinated Byphenols,Entire Property,80011603,"N LEMON LN & W GRAY ST, BLOOMINGTON",47403
1579,42993,7500018,Lemon Lane Landfill,N LEMON LN & W GRAY ST,BLOOMINGTON,MONROE,Superfund,SUP,Environmental Restrictive Covenant,2834,,08/29/2014,"Ground Water Recovery/Treatment,  Liner System,  Other (Specify),  Soil or Vegetative Cap, Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,PCB - Polychlorinated Byphenols,Entire Property,80011600,"N LEMON LN & W GRAY ST, BLOOMINGTON",47403
1580,42993,7500018,Lemon Lane Landfill,N LEMON LN & W GRAY ST,BLOOMINGTON,MONROE,Superfund,SUP,Environmental Restrictive Covenant,2834,,08/29/2014,"Ground Water Recovery/Treatment,  Liner System,  Other (Specify),  Soil or Vegetative Cap, Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,PCB - Polychlorinated Byphenols,Entire Property,80011600,"N LEMON LN & W GRAY ST, BLOOMINGTON",47403
1581,43029,3520,Checker No 7529,12385 Michigan Rd,PLYMOUTH,MARSHALL,LUST,LUS No Further Action 6/28/2011,Environmental Restrictive Covenant,518,I201101982,04/29/2011,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water; Subsurface Soil,Petroleum,Entire Property,62417367,"12385 Michigan Rd, PLYMOUTH",46563
1582,43051,6961002,Crawfordsville Scrap & Salvage,419 N Green St,CRAWFORDSVILLE,MONTGOMERY,VRP,VRP Certificate of Completion 6/21/2016,Environmental Restrictive Covenant,2837,,04/29/2015,"Ground Water Use Restriction, Residential Use Restriction",Ground Water,"Inorganic Non-Metallic, Other, PAH - Polynuclear Aromatic Hydrocarbons, PCB - Polychlorinated Byphenols, SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,80210740,"419 N Green St, CRAWFORDSVILLE",47933
1583,43115,9720,Curry Buick Cadillac Pontiac GMC,2906 BUICK CADILLAC DR,BLOOMINGTON,MONROE,LUST,LUS No Further Action 12/4/2014,Environmental Restrictive Covenant,2840,,10/29/2014,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,70514630,"2906 BUICK CADILLAC DR, BLOOMINGTON",47403
1584,43127,6870,Indy West 70 Truck Plaza,10346 S SR 39,CLAYTON,HENDRICKS,LUST,LUS No Further Action 2/28/2014,Environmental Restrictive Covenant,2841,,02/04/2014,"Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,69604797,"10346 S SR 39, CLAYTON",46122
