MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,Terminated_Date,IC_VFC_ID,VFC_URL
1135,353,U Haul 773063,365 Eastern Blvd,Jeffersonville,Clark County,State Cleanup,NFA 1/26/2017,Environmental Restrictive Covenant,1196,,04-Feb-16,Paved or Concrete Cap; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,80220631,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80220631
1202,4030024,Richardsons Cleaners,608 E Broadway St,Logansport,Cass County,State Cleanup,State Cleanup IC,Environmental Restrictive Covenant,1198,,01-Nov-19,Maintain Building Slab; Ground Water Use Restriction; Other Restriction (Specify); Soil Handling and Disposal; Vapor Intrusion Monitoring,,,Entire Property; Portion of Property,,82789003,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82789003
1218,3521,Speedway #7552,3333 St Joe Ctr Rd,Fort Wayne,Allen County,LUST,LUST NFA,Environmental Restrictive Covenant,1200,,08-Nov-18,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,82654747,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82654747
1223,6689,Speedway Store 6030,313 N Grand Ave,Connersville,Fayette County,LUST,LUST 6689-200407515,Environmental Restrictive Covenant,1201,,08-Jun-15,Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Portion of Property,,80061124,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80061124
1237,6180804,Former Fort Wayne Plastics,510 Sumpter Dr,Fort Wayne,Allen County,VRP,Closure,Environmental Restrictive Covenant,1203,,12-Feb-21,Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Portion of Property,,83118006,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83118006
1338,11564,SJC Delphi Shell,303 W MAIN ST,Delphi,Carroll County,LUST,LUST ERC 07/31/2014,Environmental Restrictive Covenant,1204,,31-Jul-14,Agricultural or Food Crop; Ground Water Use Restriction; Land Activity Monitoring; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,70290390,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70290390
1370,4201003,Fox Amoco Incorporated,14500 W SR 332,Yorktown,Delaware County,Brownfields,ERC,Environmental Restrictive Covenant,1206,,04-Mar-24,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Portion of Property,,83614407,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83614407
1400,11328; 201504514,Village Pantry 641,5302 N Wheeling Ave,Muncie,Delaware County,LUST; UST,LUST NFA,Environmental Restrictive Covenant,1208,,08-Sep-17,Ground Water Use Restriction; Soil Handling and Disposal,Ground Water,Petroleum; SVOCs - Semi Volatile Organic Compounds,Entire Property,,82644323,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82644323
1402,6223,Former Northway Center,10226 Leo Rd,Fort Wayne,Allen County,LUST,,Environmental Restrictive Covenant,1209,,13-May-14,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Petroleum,Entire Property,,70169688,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70169688
1403,5548,Former Adams Standard,416 W Columbia St,Flora,Carroll County,LUST,No Further Action,Environmental Restrictive Covenant,1210,,09-Sep-21,Ground Water Use Restriction; Right of Way (ROW) Notification; Vapor Mitigation Contingency,Ground Water,VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,83293892,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83293892
1408,13544,Harvest Land Cooperative,109 E Andrews St,Monroe,Adams County,LUST,LUST 13544,Environmental Restrictive Covenant,1212,,07-Oct-19,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,82978840,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82978840
1422,4100701,King Indiana Forge,500 S Lincoln St,Muncie,Delaware County,Brownfields,BF BFPP Comfort & Closure Letter 03/05/2018,Environmental Restrictive Covenant,1215,,29-Mar-18,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction,Ground Water; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; SVOCs - Semi Volatile Organic Compounds,Entire Property,,82534174,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82534174
1423,4150701,Frank Foundry,1324 S Brotherton Blvd,Muncie,Delaware County,Brownfields,Comfort Letter,Environmental Restrictive Covenant,1216,,03-Oct-19,Paved or Concrete Cap;  Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Soil Handling and Disposal; Soil Restoration,Ground Water; Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons,Entire Property,,82859234,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82859234
1442,6131208,General Electric Decatur Motors Facility,500 N 9TH ST,Decatur,Adams County,VRP,Cert of Completion,Environmental Restrictive Covenant,1218,,09-Sep-21,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; PCB - Polychlorinated Byphenols; SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,83217815,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83217815
1445,4060034,Eagle Washington Holding Company LLC,1723 W Walnut St,Washington,Daviess County,Brownfields,BF CL BFPP 07/26/2018,Environmental Restrictive Covenant,1219,,20-Aug-18,Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Metals,Entire Property; Portion of Property,,80637312; 82608194,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80637312; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82608194
1445,4060034,Rescar Inc,1723 W Walnut St,Washington,Daviess County,Brownfields,BF CL BFPP 07/26/2018,Environmental Restrictive Covenant,1219,,20-Aug-18,Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Metals,Entire Property; Portion of Property,,80637312; 82608194,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80637312; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82608194
1639,6167,Deli Depot,1810 W Coliseum Blvd,Fort Wayne,Allen County,UST,NFA,Environmental Restrictive Covenant,1222,,02-Dec-21,Ground Water Use Restriction; Residential Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83251856,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83251856
1671,6951201,"MVE, Inc & Low Equipment Company, Inc.",9701 N SR 25,Lafayette,Tippecanoe County,VRP,VRP Certificate of Completion 12/9/1998,Deed Notice,656,9834122,14-Dec-98,Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; SVOCs - Semi Volatile Organic Compounds; TPH - Total Petroleum Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,48385216,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=48385216
1676,340,Decatur Salvage,7870 N US Hwy 27,Decatur,Adams County,State Cleanup,SCP 000000340,Environmental Restrictive Covenant,1224,,28-Feb-20,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; PCB - Polychlorinated Byphenols,Portion of Property,,82928882,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82928882
1682,6030802,Econo Laundry & Dry Cleaning,1228 W Eads Pkwy,Lawrenceburg,Dearborn County,VRP,VRP 6030802,Environmental Restrictive Covenant,1225,,21-Aug-15,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Chlorinated Compounds,Entire Property,,80130797,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80130797
1755,12283,Speedway 6046,2720 S Madison St,Muncie,Delaware County,LUST,LUST ERC 04/16/2014,Environmental Restrictive Covenant,1226,,16-Apr-14,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water,Petroleum,Entire Property,,70227367,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70227367
1763,1101,Good Oil Co,7701 W SR 28,Frankfort,Clinton County,UST,LUST ERC,Environmental Restrictive Covenant,1227,,02-Oct-19,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water; Subsurface Soil,Petroleum,Entire Property,,82850315,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82850315
1766,16217,BP Unit 2340,6230 STELLHORN RD,Fort Wayne,Allen County,LUST,LUST ERC 05/13/2014,Environmental Restrictive Covenant,1228,,13-May-14,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,70028676,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70028676
1770,6120602,North American Products,1180 WERNSING RD,Jasper,Dubois County,VRP,VRP COMPLETION REPORT APPROVAL,Environmental Restrictive Ordinance,1230,,16-Sep-19,Maintain Vapor Mitigation System; Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor),VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,82857534,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82857534
1883,6011201,Bartholomew County Offices,440 3rd St,Columbus,Bartholomew County,VRP,,Environmental Restrictive Covenant,1234,,17-Jan-06,Ground Water Use Restriction; Vapor Mitigation Contingency,Air (Indoor); Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property,,63897830,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=63897830
1930,10562,BP Unit 305,909 E COLISEUM BLVD,Fort Wayne,Allen County,LUST,LUST ERC 06/12/2015,Environmental Restrictive Covenant,1235,,12-Jun-15,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,80092947,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80092947
2001,5588,Royal Mart,3401 E Memorial Dr,Muncie,Delaware County,UST,NFA,Environmental Restrictive Covenant,1236,,24-Jan-20,Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water; Subsurface Soil,Petroleum,Entire Property,,82906230,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82906230
2050,9217,Knights Corner,3982 W SR 46,Nashville,Brown County,UST,NFA,Environmental Restrictive Covenant,1241,,23-Aug-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water; Soil Gas (Vapor),Chlorinated Compounds; Petroleum,Entire Property,,83216199,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83216199
2112,4151201,Eckerty Y General Store,7895 W SR 64,Eckerty,Crawford County,Brownfields,BF- NFA 10/05/2017,Environmental Restrictive Covenant,1244,,13-Oct-17,Ground Water Use Restriction,Ground Water,Metals,Entire Property,,80544775,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80544775
2122,924,Akards Mini Mart,201 S Columbia St,Frankfort,Clinton County,LUST,NFA,Environmental Restrictive Covenant,6099,,26-Jan-24,Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water; Subsurface Soil,Petroleum,Entire Property,,83592420; 83630070,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83592420; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83630070
2128,,Allens Auto and Truck Service,415 W Columbia St,Flora,Carroll County,,NFA  5/24/2021,Environmental Restrictive Covenant,1245,,30-Oct-20,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Chlorinated Compounds; Petroleum,Entire Property,,83089479,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83089479
2134,12071,Interstate Station,7702 W SR 28,Frankfort,Clinton County,UST,NFA,Environmental Restrictive Covenant,1246,,08-Sep-21,Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Soil Gas (Vapor); Subsurface Soil,Petroleum,Portion of Property,,83212475,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83212475
2162,13695,Hirlinger Motors Incorporated,158 Harrison Brookville Rd,West Harrison,Dearborn County,UST,NFA,Environmental Restrictive Covenant,1248,,23-Jun-21,Ground Water Use Restriction,Ground Water,Chlorinated Compounds; Petroleum,Entire Property,,83220919,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83220919
2230,4544,"Hoosier Oil, Inc",644 Wernsing Rd,Jasper,Dubois County,UST,LUST - ERC,Environmental Restrictive Covenant,1250,,21-Aug-17,Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area; Soil Handling and Disposal; Vapor Mitigation Contingency,Ground Water,Metals; Petroleum,Entire Property; Portion of Property,,80516404,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80516404
2231,14821,Kerr-McGee 7423,1914 N LEBANON ST,Lebanon,Boone County,LUST,LUST ERC 4/1/2014,Environmental Restrictive Covenant,1251,,01-Apr-14,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,69898494,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69898494
2273,4190806,Machinery Moving Inc,1360 Jackson St,Columbus,Bartholomew County,Brownfields,NFA,Environmental Restrictive Covenant,1253,,12-Sep-23,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor); Surface Soil,Metals; Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,83546541,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83546541
2302,10121,Former Culley's Service Incorporated,101 E South St,Lebanon,Boone County,UST,LUST NFA 04/12/2018,Environmental Restrictive Covenant,1257,,29-Dec-17,Ground Water Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,80592203,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80592203
2320,17614,Pilot Travel Center 152,14013 Blue Lick Rd,Memphis,Clark County,LUST,LUST ERC 4/22/2016,Environmental Restrictive Covenant,1259,,22-Apr-16,Ground Water Use Restriction,Ground Water,Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,80290842,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80290842
2326,4834,Former Kocolene Station #27,601 W Main St,Greensburg,Decatur County,UST,LUST NFA 6/29/17,Environmental Restrictive Covenant,1260,,29-Sep-16,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Portion of Property,,80362339,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80362339
2357,13959,Lees Amoco,14500 W SR 32,Daleville,Delaware County,LUST,LUST NFA,Environmental Restrictive Covenant,1262,,25-Oct-23,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,83556511,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83556511
2360,11963,Lindenwood Cemetery Incorporated,2324 W Main St,Fort Wayne,Allen County,LUST,NFA,Environmental Restrictive Covenant,1263,,10-Aug-23,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Petroleum,Portion of Property,,83522698,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83522698
2369,18,Circle K 60,1644 Central Ave,Columbus,Bartholomew County,UST,NFA,Environmental Restrictive Covenant,1264,,09-Jun-21,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83167842,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83167842
2440,7777,McIntosh Energy,3805 MAUMEE AVE,Fort Wayne,Allen County,LUST,NFA,Environmental Restrictive Covenant,1269,,28-Jun-23,Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water,Petroleum,Entire Property,,83498827,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83498827
2464,4200606,Ralph E Shaw Discount Tobacco,2117 W 8th St,Muncie,Delaware County,Brownfields,NFA,Environmental Restrictive Covenant,1270,,25-Aug-22,Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Surface Soil,Metals; Petroleum,Entire Property; Portion of Property,,83364022,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83364022
2481,9780,Reese Flying Service Inc,4301 S CR 383 E,Muncie,Delaware County,LUST,LUST NFA 11/21/16,Environmental Restrictive Covenant,1271,,07-Nov-16,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Portion of Property,,80381412,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80381412
2502,4180801,Roberts Farm Equipment Company Incorporated,1501 Indianapolis Ave,Lebanon,Boone County,Brownfields,No Further Action 11/1/2018,Environmental Restrictive Covenant,1272,,30-Nov-18,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,82686797,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82686797
2515,6115,Schwartz Marathon,225 US Hwy 27 S,Berne,Adams County,UST,NFA,Environmental Restrictive Covenant,1273,,20-May-21,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83166498,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83166498
2533,2530,Liquid Transportation System,8005 E SR 46,Greensburg,Decatur County,UST,NFA,Environmental Restrictive Covenant,1275,,25-Jul-19,Ground Water Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,82819622,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82819622
2537,11879,BP GAS STATION,704 MAIN ST,Hope,Bartholomew County,UST,,Environmental Restrictive Covenant,1276,,13-Aug-18,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,82602752,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82602752
2539,1776,Sav-A-Step #5,605 Eastern Blvd,Clarksville,Clark County,UST,LUST NFA,Environmental Restrictive Covenant,1277,,08-Feb-19,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,82702316,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82702316
2549,128,Coliseum East Shell,1051 E Coliseum Blvd,Fort Wayne,Allen County,UST,,Environmental Restrictive Covenant,1279,,29-Jul-15,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons,Entire Property,,80107378,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80107378
2558,145,Former Glenbrook Shell,451 W COLISEUM BLVD,Fort Wayne,Allen County,UST,LUST NFA 6/29/17,Environmental Restrictive Covenant,1282,,13-Apr-17,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,80456238,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80456238
2562,18161,English Mini Mart,300 S MAIN ST,English,Crawford County,LUST,NFA,Environmental Restrictive Covenant,1283,,29-Jun-23,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor),Petroleum,Entire Property,,83502256,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83502256
2567,15475,Northside Gas Station,8031 S SR 58,Columbus,Bartholomew County,LUST,LUST ERC 03/23/2018,Environmental Restrictive Covenant,1284,,23-Mar-18,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,80639173,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80639173
2603,10527,Speedway 8065,1335 S Lebanon St,Lebanon,Boone County,UST,LUST ERC 06/10/2014,Environmental Restrictive Covenant,1290,,10-Jun-14,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,70109722,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70109722
2623,2503,Former Milk Barn 64,2923 S Madison St,Muncie,Delaware County,LUST,,Environmental Restrictive Covenant,1294,,07-Jan-15,Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,80008102,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80008102
2676,1311,Former Ashland Real Estate 9156,1616 E 10th St,Jeffersonville,Clark County,LUST,,Environmental Restrictive Covenant,1299,,30-Jun-20,Ground Water Use Restriction,Ground Water,Chlorinated Compounds; Petroleum,Entire Property,,83013684,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83013684
2706,15493,Big K Mini Mart 3,507 W Eads Pkwy,Lawrenceburg,Dearborn County,LUST,NFA 15493,Environmental Restrictive Covenant,1301,,17-Feb-21,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water; Subsurface Soil,Petroleum,Entire Property,,83123135,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83123135
2749,11560,AURORA CORNER SHELL,102 GREEN BLVD,Aurora,Dearborn County,UST,No Further Action 1/3/2019,Environmental Restrictive Covenant,1302,,01-Jun-18,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Petroleum,Entire Property,,82558687,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82558687
2998,8669,Former Carroll County Tire,702 E Columbia St,Flora,Carroll County,UST,NFA,Environmental Restrictive Covenant,1306,,15-Jul-21,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83188501,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83188501
3040,6131201,Former Herdrich Plant,2920 Connett Ave,Fort Wayne,Allen County,VRP,VRP - Certificate of Completion,Environmental Restrictive Covenant,1308,,12-Jun-17,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,VOCs - Volatile Organic Compounds,Entire Property,,80485911,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80485911
3129,201119286,Betty Juan Martin Estate,145 E Main St,Danville,Hendricks County,State Cleanup,State Clean Up 201119286,Environmental Restrictive Covenant,1309,,12-Aug-14,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,80184814,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80184814
3155,3020,Brazil Food Mart,368 E National Ave,Brazil,Clay County,LUST,NFA 3/12/2020,Environmental Restrictive Covenant,1310,,16-Jan-20,Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water,Petroleum,Entire Property,,82897084,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82897084
3167,4210605,Mark Brothers Moving & Storage,612 E 18th St,Muncie,Delaware County,Brownfields,Comfort Letter,Environmental Restrictive Covenant,1311,,20-Sep-21,Ground Water Use Restriction,Ground Water,SVOCs - Semi Volatile Organic Compounds,Entire Property,,83221457,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83221457
